sample_index,pid,split,dataset_file_path,image_path,raw_path,original_width,original_height
0,111,train,HoGuom_00/00112_00002095.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00112_00002095.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00000_pid111_HoGuom_00_00112_00002095.raw,79,186
1,178,train,HoGuom_00/00179_00004675.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00179_00004675.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00001_pid178_HoGuom_00_00179_00004675.raw,308,713
2,1880,train,DHGTVT_00/01881_00003620.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHGTVT_00/01881_00003620.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00002_pid1880_DHGTVT_00_01881_00003620.raw,100,281
3,21,train,TEST_DATA/Person22.2/output_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TEST_DATA/Person22.2/output_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00003_pid21_TEST_DATA_Person22.2_output_2.raw,104,210
4,58,train,TRAINNING_DATA/Person59/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/TRAINNING_DATA/Person59/output_6.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00004_pid58_TRAINNING_DATA_Person59_output_6.raw,167,347
5,937,train,HoGuom_01/00938_00000015.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_01/00938_00000015.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00005_pid937_HoGuom_01_00938_00000015.raw,72,178
6,445,train,HoGuom_00/00446_00015230.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00446_00015230.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00006_pid445_HoGuom_00_00446_00015230.raw,181,441
7,311,train,HoGuom_00/00312_00010225.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/HoGuom_00/00312_00010225.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00007_pid311_HoGuom_00_00312_00010225.raw,196,488
8,1737,train,DHHN_HVBCVT_00/01738_00010380.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01738_00010380.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00008_pid1737_DHHN_HVBCVT_00_01738_00010380.raw,188,496
9,1773,train,DHHN_HVBCVT_00/01774_00001410.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/VN3K/imgs/DHHN_HVBCVT_00/01774_00001410.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_train_calib_2000/raw/00009_pid1773_DHHN_HVBCVT_00_01774_00001410.raw,83,269
